Symbol,Security Name,Industry
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS
JISLJALEQS,Jain Irrigation Systems Ltd.,PLASTIC AND PLASTIC PRODUCTS
JKCEMENT,J.K. Cement Ltd.,CEMENT AND CEMENT PRODUCTS
JKIL,J.Kumar Infraprojects Ltd.,CONSTRUCTION
JKLAKSHMI,JK Lakshmi Cement Ltd.,CEMENT AND CEMENT PRODUCTS
JKTYRE,JK Tyre & Industries Ltd.,TYRES
JMFINANCIL,JM Financial Ltd.,FINANCE
JMTAUTOLTD,JMT Auto Ltd.,AUTO ANCILLARIES
JPASSOCIAT,Jaiprakash Associates Ltd.,CONSTRUCTION
JPINFRATEC,Jaypee Infratech Ltd.,CONSTRUCTION
JPPOWER,Jaiprakash Power Ventures Ltd.,POWER
JSWENERGY,JSW Energy Ltd.,POWER
JSWHL,JSW Holdings Ltd.,FINANCE
JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS
JUBILANT,Jubilant Life Sciences Ltd.,PHARMACEUTICALS
JUBLFOOD,Jubilant Foodworks Ltd.,FOOD AND FOOD PROCESSING
JUSTDIAL,Justdial Ltd.,COMPUTERS - SOFTWARE
JYOTHYLAB,Jyothy Laboratories Ltd.,PERSONAL CARE
KAJARIACER,Kajaria Ceramics Ltd.,CERAMICS AND SANITARYWARE
KALPATPOWR,Kalpataru Power Transmission Ltd.,TRANSMISSION TOWERS
KANSAINER,Kansai Nerolac Paints Ltd.,PAINTS
KARURVYSYA,Karur Vysya Bank Ltd.,BANKS
KEC,Kee International Ltd.,ENGINEERING
KESORAMIND,Kesoram Industries Ltd.,TYRES
KIRLOSENG,Kirloskar Oil Eng Ltd.,DIESEL ENGINES
KITEX,Kitex Garments Ltd.,TEXTILE PRODUCTS
KOLTEPATIL,Kolte-Patil Developers Ltd.,CONSTRUCTION
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS
KPIT,KPIT Technologies Ltd.,COMPUTERS - SOFf WARE
KPRMILL,K.P.R. Mill Ltd.,TEXTILE PRODUCTS
KRBL,KRBL Ltd.,FOOD AND FOOD PROCESSING
KSCL,Kaveri Seed Company Ltd.,FOOD AND FOOD PROCESSING
KSK,KSK Energy Ventures Ltd,POWER
KTKBANK,Karnataka Bank Ltd.,BANKS
KWALITY,Kwality Ltd.,FOOD AND FOOD PROCESSING
L&TFH,L&T Finance Holdings Ltd.,FINANCE
LAKSHVILAS,Lakshmi Vilas Bank Ltd.,BANKS
LAOPALA,La Opala RG Ltd.,MISCELLANEOUS
LAXMIMACH,Lakshmi Machine Works Ltd.,TEXTILE MACHINERY
LICHSGFIN,LIC Housing Finance Ltd.,FINANCE - HOUSING
LITL,Lanco Infratech Ltd.,CONSTRUCTION
LT,Larsen & Toubro Ltd.,ENGINEERING
LUPIN,Lupin Ltd.,PHARMACEUTICALS
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,FINANCE
MAGMA,Magma Fincorp Ltd.,FINANCE
MAHLIFE,Mahindra Lifespace Developers Ltd.,CONSTRUCTION
MANAPPURAM,Manappuram Finance Ltd.,FINANCE
MANPASAND,Manpasand Beverages Ltd.,FOOD AND FOOD PROCESSING
MARICO,Marico Ltd.,PERSONAL CARE
MARKSANS,Marksans Pharma Ltd.,PHARMACEUTICALS
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS
MAYURUNIQ,Mayur Uniquoters Ltd.,TEXTILE PRODUCTS
MCDOWELL-N,United Spirits Ltd.,BREW/DISTILLERIES
MCLEODRUSS,McLeod Russel India Ltd.,TEA AND COFFEE
MERCK,Merck Ltd.,PHARMACEUTICALS
MHRIL,Mahindra Holidays & Resorts India Ltd.,HOTELS
MINDACORP,Minda Corporation Ltd.,AUTO ANCILLARIES
MINDTREE,MindTree Ltd.,COMPUTERS - SOFTWARE
MMTC,MMTC Ltd.,TRADING
MOIL,MOIL Ltd.,METALS
MONSANTO,Monsanto India Ltd.,PESTICIDES AND AGROCHEMICALS
MOTHERSUMI,Motherson Sumi Systems Ltd.,AUTO ANCILLARIES
MOTILALOFS,Motilal Oswal Financial Services Ltd.,FINANCE
MPHASIS,MphasiS Ltd.,COMPUTERS - SOFTWARE
MRF,MRF Ltd.,TYRES
MRPL,"Mangalore Refinery &
Petrochemicals Ltd.",REFINERIES
MTNL,Mahanagar Telephone Nigam Ltd.,TELECOMMUNICATION - SERVICES
MUTHOOTFIN,Muthoot Finance Ltd.,FINANCE
NATCOPHARM,NATCO Pharma Ltd.,PHARMACEUTICALS
NATIONALUM,National Aluminium Co. Ltd.,ALUMINIUM
NAUKRI,Info Edge (India) Ltd.,COMPUTERS - SOFTWARE
NAVKARCORP,Navkar Corporation Ltd.,TRAVEL AND TRANSPORT
NBCC,NBCC (India) Ltd.,CONSTRUCTION
NCC,NCC Ltd.,CONSTRUCTION
NETWORK18,Networkl8 Media & Investments Ltd.,MEDIA & ENTERTAINMENT
NEYVELILIG,Neyveli Lignite Corporation Ltd.,POWER
NHPC,NHPC Ltd.,POWER
NIIITECH,NIIT Technologies Ltd.,COMPUTERS - SOFf WARE
NITINFIRE,Nitin Fire Protection Industries Ltd.,MISCELLANEOUS
NMDC,NMDC Ltd.,MINING
NTPC,NTPC Ltd.,POWER
OBEROIRLTY,Oberoi Realty Ltd.,CONSTRUCTION
OFSS,Oracle Financial Services Software Ltd.,COMPUTERS - SOFf WARE
OIL,Oil India Ltd.,OIL EXPLORATION/PRODUCTION
OMAXE,Omaxe Ltd.,CONSTRUCTION
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION
ORIENTBANK,Oriental Bank of Commerce,BANKS
ORIENTCEM,Orient Cement Ltd.,CEMENT AND CEMENT PRODUCTS
ORISSAMINE,Orissa Min Dev Co Ltd.,MINING
PAGEIND,Page Industries Ltd.,TEXTILE PRODUCTS
PARSVNATH,Parsvnath Developer Ltd.,CONSTRUCTION
PCJEWELLER,PC Jeweller Ltd.,GEMS JEWELLERY AND WATCHES
PEL,Piramal Enterprises Ltd.,PHARMACEUTICALS
PERSISTENT,Persistent Systems Ltd.,COMPUTERS - SOFf WARE
PETRONET,Petronet LNG Ltd.,GAS
PFC,Power Finance Corporation Ltd.,FINANCIAL INSTITUTION
PFIZER,Pfizer Ltd.,PHARMACEUTICALS
PFS,PTC India Fin Serv Ltd.,FINANCE
PGHH,Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE
PHOENIXLTD,Phoenix Mills Ltd.,CONSTRUCTION
PIDILITIND,Pidilite Industries Ltd.,CHEMICALS - SPECIALITY
PIIND,PI Industries Ltd.,PESTICIDES AND AGROCHEMICALS
PNB,Punjab National Bank,BANKS
PNCINFRA,PNC Infratech Ltd.,CONSTRUCTION
POLARIS,Polaris Consulting & Services Ltd.,COMPUTERS - SOFf WARE
POWERGRID,Power Grid Corporation  of India Ltd.,POWER
PRAJIND,Praj Industries Ltd.,ENGINEERING
PRESTIGE,Prestige Estates Projects Ltd.,CONSTRUCTION
PRISMCEM,Prism Cement Ltd.,CEMENT AND CEMENT PRODUCTS
PTC,PTC India Ltd.,POWER
PUNJLLOYD,Punj Lloyd Ltd.,CONSTRUCTION
PURVA,Puravankara Projects Ltd.,CONSTRUCTION
PVR,PVR Ltd.,MEDIA & ENTERTAINMENT
RADICO,Radico Khaitan Ltd,BREW/DISTILLERIES
RAYMOND,Raymond Ltd.,TEXTILE PRODUCTS
RCF,Rashtriya Chemicals & Fertilizers Ltd.,FERTILISERS
RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES
RDEL,Reliance Defence and Engineering Ltd.,SHIPPING
RECLTD,Rural Electrification Corporation Ltd.,FINANCIAL INSTITUTION
REDINGTON,Redington (India) Ltd.,TRADING
RELAXO,Relaxo Footwears Ltd.,LEATHER AND LEATHER PRODUCTS
RELCAPITAL,Reliance Capital Ltd.,FINANCE
RELIANCE,Reliance Industries Ltd.,REFINERIES
RELINFRA,Reliance Infrastructure Ltd.,POWER
RENUKA,Shree Renuka Sugars Ltd.,SUGAR
REPCOHOME,Repco Home Finance Ltd.,FINANCE - HOUSING
RIIL,Reliance Industrial Infrastructure Ltd.,ENGINEERING
RKFORGE,Ramkrishna Forgings Ltd.,CASTINGS/FORGINGS
ROLTA,Rolta India Ltd.,COMPUTERS - SOFTWARE
RPOWER,Reliance Power Ltd.,POWER
RTNPOWER,Rattanindia Power Ltd.,POWER
RUCHISOYA,Ruchi Soya Industries Ltd.,SOLVENT EXTRACTION
SADBHAV,Sadbhav Engineering Ltd.,CONSTRUCTION
SADBHIN,Sadbhav Infrastructure Project Ltd.,ENGINEERING
SAIL,Steel Authority oflndia Ltd.,STEEL AND STEEL PRODUCTS
SANOFI,Sanofi India Ltd.,PHARMACEUTICALS
SBBJ,State Bank of Bikaner & Jaipur Ltd.,BANKS
SEIN,State Bank oflndia,BANKS
SCHNEIDER,Schneider Electric Infrastructure Ltd.,ELECTRICAL EQUIPMENT
SCI,Shipping Corporation  ofTndia Ltd.,SHIPPING
SHARDACROP,Sharda Cropchem Ltd.,PESTICIDES AND AGROCHEMICALS
SHILPAMED,Shilpa Medicare Ltd.,PHARMACEUTICALS
SHK,S H Kelkar and Company Ltd.,FOOD AND FOOD PROCESSING
SHOPERSTOP,Shoppers Stop Ltd.,MISCELLANEOUS
SHREECEM,Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS
SHRIRAMCIT,Shriram City Union Finance Ltd.,FINANCE
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT
SIMPLEXINF,Simplex Infrastructures Ltd.,CONSTRUCTION
SINTEX,Sintex Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS
SITICABLE,Siti Cable Network Ltd.,MEDIA & ENTERTAINMENT
SJVN,SJVN Ltd.,POWER
SKFINDIA,SKF India Ltd.,BEARINGS
SKSMICRO,SKS Microfinance Ltd.,FINANCE
SMLISUZU,SML Isuzu Ltd.,AUTOMOBILES - 4 WHEELERS
SNOWMAN,Snowman Logistics Ltd.,TRAVEL AND TRANSPORT
SOBHA,Sobha Ltd.,CONSTRUCTION
SOLARINDS,Solar Industries India Ltd.,CHEMICALS - SPECIALITY
SOMANYCERA,Somany Ceramics Ltd.,CERAMICS AND SANITARYWARE
SONATSOFTW,Sonata Software Ltd.,COMPUTERS - SOFTWARE
SOUTHBANK,South Indian Bank Ltd.,BANKS
SPARC,Sun Pharma Advanced Research Company Ltd.,PHARMACEUTICALS
SREINFRA,SREI Infrastructure Finance Ltd.,FINANCE
SRF,SRF Ltd.,TEXTILES - SYNTHETIC
SRTRANSFIN,Shriram Transport Finance Co. Ltd.,FINANCE
STAR,Strides Shasun Ltd.,PHARMACEUTICALS
STCINDIA,State Trading Corporation of India Ltd.,TRADING
SUNDARMFIN,Sundaram Finance Ltd.,FINANCE
SUNDRMFAST,Sundram Fasteners Ltd.,FASTNERS
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS
SUNTECK,Sunteck Realty Ltd.,CONSTRUCTION
SUNTV,Sun TV Network Ltd.,MEDIA & ENTERTAINMENT
SUPREMEIND,Supreme Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS
SUVEN,Suven Life Sciences Ltd.,PHARMACEUTICALS
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT
SWANENERGY,Swan Energy Ltd.,CONSTRUCTION
SYMPHONY,Symphony Ltd.,CONSUMER DURABLES
SYNDIBANK,Syndicate Bank,BANKS
SYNGENE,Syngene International Ltd.,PHARMACEUTICALS
TAKE,Take Solutions Ltd.,COMPUTERS - SOFf WARE
TATACHEM,Tata Chemicals Ltd.,CHEMICALS - INORGANIC
TATACOFFEE,Tata Coffee Ltd.,TEA AND COFFEE
TATACOMM,Tata Communications Ltd.,TELECOMMUNICATION - SERVICES
TBZ,Tribhovandas Bhimji Zaveri Ltd.,GEMS JEWELLERY AND WATCHES
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFf WARE
TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFf WARE
TECHNO,Techno Elt & Eng Co. Ltd.,ENGINEERING
TEXRAIL,Texmaco Rail & Eng. Ltd.,ENGINEERING
THERMAX,Thermax Ltd.,ELECTRICAL EQUIPMENT
THOMASCOOK,Thomas Cook (India) Ltd.,TRAVEL AND TRANSPORT
TIDEWATER,Tide Water Oil (India) Ltd.,LUBRICANTS
TIMKEN,Timken India Ltd.,BEARINGS
TITAN,Titan Company Ltd.,GEMS JEWELLERY AND WATCHES
TNPL,Tamil Nadu Newsprint & Papers Ltd.,PAPER AND PAPER PRODUCTS
TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS
TORNTPOWER,Torrent Power Ltd.,POWER
TREEHOUSE,Tree House Education & Accessories Ltd.,MISCELLANEOUS
TRENT,Trent Ltd.,MISCELLANEOUS
TRIDENT,Trident Ltd.,TEXTILE PRODUCTS
TRITURBINE,Triveni Turbine Ltd.,ELECTRICAL EQUIPMENT
TTKPRESTIG,TTK Prestige Ltd.,CONSUMER DURABLES
TTML,Tata Teleservices (Maharashtra) Ltd.,TELECOMMUNICATION - SERVICES
TUBEINVEST,Tube Investments of India Ltd.,CYCLES
TV18BRDCST,TV18 Broadcast Ltd.,MEDIA & ENTERTAINMENT
TVSMOTOR,TVS Motor Company Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS
TVSSRICHAK,TVS Srichakra Ltd.,TYRES
TVTODAY,TV Today Network Ltd.,MEDIA & ENTERTAINMENT
UBL,United Breweries Ltd.,BREW/DISTILLERIES
UCOBANK,UCO Bank,BANKS
UFLEX,UFLEX Ltd.,PACKAGING
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS
UNICHEMLAB,Unichem Laboratories Ltd.,PHARMACEUTICALS
UNIONBANK,Union Bank oflndia,BANKS
UNITECH,Unitech Ltd.,CONSTRUCTION
UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS
VAIBHAVGBL,Vaibhav Global Ltd.,MISCELLANEOUS
VAKRANGEE,Vakrangee Ltd.,COMPUTERS - SOFf WARE
VEDL,Vedanta Ltd.,MINING
VGUARD,V-Guard Industries Ltd.,ELECTRONICS - INDUSTRIAL
VIDEOIND,Videocon Industries Ltd.,CONSUMER DURABLES
VDAYABANK,Vijaya Bank,BANKS
VINATIORGA,Vinati Organics Ltd.,CHEMICALS - SPECIALITY
VIPIND,V.LP. Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS
VOLTAS,Voltas Ltd.,ENGINEERING
VRLLOG,VRL Logistics Ltd.,TRAVEL AND TRANSPORT
VSTIND,VST Industries Ltd.,
YTL,Vardhman Textiles Ltd.,
WABAG,Va Tech Wabag Ltd.,
WABCOINDIA,WABCO India Ltd.,
WELCORP,Welspun Corp Ltd.,
WELSPUNIND,Welspun India Ltd.,
WHIRLPOOL,Whirlpool of India Ltd.,
WIPRO,Wipro Ltd.,
WOCKPHARMA,Wockhardt Ltd.,
WONDERLA,Wonderla Holidays Ltd.,
YESBANK,Yes Bank Ltd.,
ZEEL,Zee Entertainment Enterprises Ltd.,
ZEELEARN,Zee Learn Ltd.,
ZENSARTECH,Zensar Technolgies Ltd.,
ZYDUSWELL,Zydus Wellness Ltd.,
